tomato,1,35.943708668546336,136.1909103275962
tomato,1,35.94375193248792,136.18903927453735
tomato,3,35.94383413376783,136.1906544012319
tomato,3,35.94539420174185,136.19073287719263
tomato,3,35.9442889148955,136.19059219748058
tomato,13,35.94491914240688,136.18932518341327
tomato,20,35.94504157424313,136.19023829448906
tomato,36,35.94529173395384,136.19031287414677
tomato,0,35.944225051153445,136.18947808705292
tomato,1,35.94374741110574,136.1904909296951
tomato,1,35.94546674497507,136.1897433203738
tomato,1,35.9446338911874,136.18953693590913
tomato,2,35.94461663114792,136.18964353283755
tomato,7,35.94434463665646,136.19043681564457
tomato,11,35.94506643179504,136.1898170203461
tomato,4,35.94446443885301,136.1908002781701
tomato,1,35.94501522160103,136.18926537468897
